nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,255,668,411,302,1,2,33,0,0,8,0,2,0,0,21
1,347,414,520,283,2,6,59,0,4,28,1,16,1,1,21
2,1263,36,75,75,7,12,83,0,9,36,0,13,8,0,86
10,87,733,642,197,3,1,14,0,0,16,0,3,0,0,7
20,311,370,458,114,5,22,103,0,9,106,48,88,20,16,33
30,396,163,179,248,1,30,181,0,20,316,25,99,8,3,34
40,635,568,199,34,21,92,15,0,7,33,0,34,0,0,65
50,275,88,146,224,4,45,131,0,25,473,74,122,20,38,38
60,523,222,61,557,5,8,111,0,4,127,0,6,4,5,70
70,361,28,119,165,2,39,129,0,31,457,79,164,86,11,32
80,92,28,315,130,2,28,49,0,22,288,207,156,235,143,8
90,107,12,60,70,1,29,107,0,39,775,165,177,89,27,45
91,14,1,7,5,1,3,9,0,0,52,187,109,771,395,149
92,3,0,3,1,0,6,6,0,0,22,34,72,514,892,150
100,8,1,10,22,0,1,10,0,4,2,1,15,241,365,1023
