nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,55,8041,147,0,0,0,0,0,0,0,0,0,0,0,3
1,789,7190,4,0,115,1,300,0,0,2,0,1,12,0,8
2,0,0,5177,0,60,2162,8,0,251,5,0,0,0,0,497
10,955,4044,0,0,2190,0,985,0,0,0,1,1,0,0,10
20,103,5759,21,0,34,176,1663,0,0,30,179,46,138,0,1
30,135,1507,0,0,1594,214,2673,776,213,456,268,356,151,9,70
40,0,0,2849,42,617,3597,0,0,0,575,102,0,1,4,401
50,39,1568,4,0,572,38,3436,0,0,604,1423,187,332,0,2
60,4752,2345,0,0,0,1017,0,0,17,0,0,16,16,0,27
70,8,2807,5,0,93,237,1904,71,398,107,1023,720,430,390,15
80,0,3072,0,0,0,1,3191,0,14,1,48,341,1452,135,0
90,14,584,8,0,63,426,1894,38,0,443,2129,1312,1196,5,221
91,7,23,0,1,1,9,692,1,13,4,45,308,6774,207,56
92,2,67,0,0,0,15,617,6,8,9,71,24,5298,1633,439
100,20,1277,23,4,0,34,1141,0,37,1,13,7,3449,85,2099
