nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,413,440,662,63,4,86,0,0,14,0,9,3,0,0,9
1,404,202,748,112,7,145,4,1,47,0,10,15,0,1,7
2,1201,29,79,58,2,134,13,0,86,0,6,16,2,8,69
10,108,155,1180,119,27,1,1,0,112,0,0,0,0,0,0
20,194,253,565,113,33,134,49,0,200,1,32,128,0,0,1
30,326,131,163,243,10,434,85,0,136,1,70,92,0,0,12
40,58,629,116,66,4,2,2,1,780,0,4,2,0,0,39
50,299,39,126,213,7,362,91,0,166,7,152,233,2,0,6
60,588,243,184,287,18,142,9,0,221,0,0,4,3,2,2
70,326,27,29,150,7,448,92,1,187,0,119,299,15,0,3
80,191,23,284,36,5,245,27,0,62,1,125,520,90,25,69
90,246,12,4,55,0,468,81,0,98,0,242,391,35,29,42
91,18,0,0,4,0,17,8,0,27,0,30,340,122,961,176
92,6,1,1,4,0,12,2,0,28,0,30,139,225,1093,162
100,5,8,5,28,1,2,10,0,22,0,2,38,68,461,1053
