nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,1100,36,516,9,12,7,4,0,1,7,1,0,0,0,10
1,989,31,559,11,33,20,10,7,2,22,3,5,0,1,10
2,1346,25,126,26,28,24,13,16,11,3,3,5,8,3,66
10,1317,23,304,5,38,0,9,0,0,0,0,4,0,0,3
20,923,13,312,43,85,28,28,45,24,20,66,99,10,4,3
30,737,1,252,111,58,54,17,128,56,133,74,66,4,3,9
40,1094,108,187,38,175,14,23,23,0,1,4,5,0,0,31
50,567,3,174,86,51,69,11,123,32,251,153,134,18,28,3
60,916,0,444,24,140,5,53,44,27,11,0,0,2,6,31
70,493,6,155,114,52,58,9,161,45,208,173,171,8,48,2
80,231,4,356,34,17,39,0,92,12,135,225,258,5,295,0
90,220,0,69,70,17,67,22,166,18,430,229,232,14,39,110
91,21,0,7,8,6,2,6,8,0,23,235,92,21,622,652
92,8,0,4,2,7,2,10,5,0,15,75,30,19,1143,383
100,8,9,38,55,9,0,4,1,0,1,6,9,68,492,1003
