nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,374,258,654,9,2,2,369,1,1,13,1,3,0,0,16
1,368,107,766,25,11,2,368,7,7,25,5,4,0,2,6
2,1226,12,98,32,13,14,155,7,10,23,0,22,6,6,79
10,133,69,1309,11,16,6,145,3,7,4,0,0,0,0,0
20,343,68,676,38,15,10,283,22,28,70,94,37,0,17,2
30,374,45,341,7,5,12,535,11,13,248,53,41,0,10,8
40,678,69,117,61,142,112,49,33,90,289,2,6,0,0,55
50,233,11,243,14,16,23,467,14,26,456,92,49,0,56,3
60,523,49,175,39,17,7,777,23,43,32,0,5,3,5,5
70,299,7,207,10,6,17,406,15,18,439,100,93,2,82,2
80,107,5,341,11,4,6,212,12,1,312,259,79,19,335,0
90,169,6,94,3,4,11,211,14,9,777,199,93,53,42,18
91,10,0,11,0,1,0,20,6,3,57,189,105,222,1016,63
92,6,0,3,3,0,1,10,6,3,23,21,86,97,1364,80
100,4,5,21,16,2,1,8,4,4,3,3,37,123,537,935
