nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3842,451,429,49,20,151
10,1435,1609,1358,491,7,42
40,589,1483,2014,667,24,165
70,324,308,1272,2432,427,179
91,1,13,85,557,3784,502
100,8,16,27,15,753,4123
