nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3902,366,476,63,14,121
10,1514,1769,1117,521,4,17
40,656,1954,1517,683,26,106
70,352,367,1136,2741,293,53
91,3,18,116,715,3856,234
100,27,23,72,68,1019,3733
