nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3968,358,391,88,38,99
10,1508,1698,948,744,33,11
40,602,2081,1310,822,46,81
70,345,398,725,2965,431,78
91,3,13,124,445,3747,610
100,16,28,39,65,780,4014
