nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3828,517,362,85,42,108
10,1424,1922,966,577,36,17
40,497,2403,1172,730,31,109
70,328,496,912,2733,422,51
91,0,22,116,515,3728,561
100,8,27,22,38,686,4161
