nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3965,388,346,68,16,159
10,1505,1910,797,682,6,42
40,929,1736,1366,764,15,132
70,348,464,742,2847,428,113
91,2,16,84,520,3720,600
100,9,30,31,16,663,4193
