nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3944,405,375,64,22,132
10,1507,1713,927,761,13,21
40,623,2013,1318,843,39,106
70,355,346,727,2968,481,65
91,2,16,100,395,3653,776
100,21,33,25,40,566,4257
