nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3998,383,292,131,29,109
10,1439,1951,840,674,20,18
40,600,2104,1277,809,31,121
70,350,555,800,2743,395,99
91,5,35,165,502,3447,788
100,16,29,36,74,688,4099
