nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3903,417,285,149,40,148
10,1467,1853,765,797,21,39
40,654,2122,1132,894,29,111
70,336,415,814,2944,361,72
91,1,12,137,506,3509,777
100,11,22,51,87,630,4141
