nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,1157,412,54,11,18,2,10,0,21,0,0,0,0,0,18
1,936,509,41,68,44,14,29,1,36,5,2,10,1,0,7
2,1111,39,23,144,12,80,74,0,35,10,0,50,21,2,102
10,490,452,80,558,77,0,22,4,19,1,0,0,0,0,0
20,294,358,17,268,135,65,148,16,141,131,27,97,2,0,4
30,190,84,11,210,259,73,158,14,107,490,39,52,4,0,12
40,425,268,0,347,260,161,67,6,67,22,3,3,0,1,73
50,185,42,17,173,88,29,136,18,172,456,245,108,27,5,2
60,650,265,23,73,90,270,165,0,91,36,16,15,0,0,9
70,74,6,1,105,148,42,148,33,141,590,186,176,14,37,2
80,81,214,59,63,27,36,40,10,44,323,197,298,252,40,19
90,10,3,5,19,26,11,74,4,62,635,517,196,70,5,66
91,2,0,2,4,0,4,15,1,8,27,97,251,719,457,116
92,2,0,0,5,1,7,16,0,10,10,16,92,380,1044,120
100,1,12,5,8,2,1,6,0,4,3,16,9,156,178,1302
