nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,354,306,916,38,18,5,45,0,3,0,0,1,0,1,16
1,360,129,884,93,71,22,82,11,28,4,3,2,0,5,9
2,881,2,78,99,15,27,231,12,253,4,12,0,18,0,71
10,23,16,889,482,256,14,11,4,8,0,0,0,0,0,0
20,75,66,384,246,224,147,156,88,95,59,142,14,2,3,2
30,75,20,96,180,224,132,173,241,87,366,55,39,4,3,8
40,207,48,97,592,307,177,42,11,173,4,2,1,2,1,39
50,66,4,96,105,77,98,105,197,108,641,103,68,26,5,4
60,33,6,165,293,36,78,930,0,128,3,3,3,3,0,22
70,16,5,1,84,113,74,140,300,86,560,136,107,30,46,5
80,1,6,338,34,42,83,60,41,27,321,283,150,254,55,8
90,7,0,4,13,20,64,29,52,37,1025,105,238,54,7,48
91,0,0,2,0,0,6,10,6,23,50,44,262,905,321,74
92,0,0,0,4,0,13,20,2,35,12,36,38,401,1042,100
100,2,2,10,16,0,4,3,0,11,1,5,28,210,185,1226
