nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3730,355,500,197,8,24,3,125
10,2099,1815,451,285,254,33,1,4
30,772,2305,813,388,483,73,3,105
50,782,1192,1347,482,985,116,8,30
70,530,598,928,228,1732,789,118,19
90,22,87,273,119,1908,1388,847,298
92,4,15,42,47,68,895,3465,406
100,21,53,11,11,10,385,579,3872
