nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,169,720,633,52,29,6,64,0,6,0,0,1,0,0,23
1,251,522,542,160,65,20,89,12,21,1,4,1,1,3,11
2,886,71,72,34,14,187,206,6,74,7,7,28,5,11,95
10,8,475,311,526,326,14,18,17,7,0,0,1,0,0,0
20,29,192,284,231,280,124,179,37,109,80,135,11,2,4,6
30,43,43,64,204,218,112,323,46,86,461,50,38,1,3,11
40,35,18,44,287,140,955,32,5,108,3,0,4,0,0,72
50,28,41,36,180,68,82,219,72,111,624,148,63,21,6,4
60,35,64,34,602,81,72,720,2,48,0,0,1,4,0,40
70,13,3,0,115,60,112,248,107,111,633,114,93,11,77,6
80,0,10,315,63,41,65,142,9,16,312,299,157,207,67,0
90,1,3,0,21,17,43,72,20,39,966,165,270,37,5,44
91,0,2,0,0,0,7,47,7,4,48,58,257,803,390,80
92,0,1,0,2,2,13,45,0,13,10,20,41,318,1130,108
100,0,4,3,5,4,4,22,1,5,0,11,11,131,184,1318
