nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3726,690,338,37,11,140
10,1500,2130,692,585,15,20
40,763,1990,1307,729,44,109
70,332,706,789,2492,519,104
91,5,26,58,599,3719,535
100,17,49,21,61,745,4049
