nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,1621,2,0,0,9,0,0,0,16,0,1,0,0,0,54
1,1475,2,0,12,23,4,0,30,54,0,25,0,1,0,77
2,1107,8,0,13,42,1,0,10,103,0,112,0,0,1,306
10,1273,13,0,100,208,14,0,26,41,0,5,0,0,0,23
20,736,10,0,54,101,13,0,249,226,0,216,0,1,2,95
30,333,9,0,82,103,54,0,423,315,0,343,6,1,1,33
40,677,38,0,102,340,24,0,24,221,0,29,0,0,0,248
50,269,6,0,58,33,22,0,547,164,0,556,9,1,16,22
60,642,15,0,5,52,2,0,0,495,0,136,0,0,0,356
70,70,1,0,115,31,22,0,558,182,0,561,21,12,95,35
80,380,7,0,14,29,3,0,198,112,0,602,13,48,213,84
90,19,0,0,9,7,7,0,305,156,0,1022,2,6,14,156
91,4,0,0,1,0,1,0,23,13,0,307,20,21,690,623
92,1,0,0,0,0,0,0,10,14,0,97,10,10,1230,331
100,12,0,0,0,0,0,0,1,5,0,21,4,8,356,1296
