nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,4355,52,143,0,0,0,3690,0,6,0,0,0,0,0,0
1,5055,447,3,0,0,1,2892,0,1,0,0,16,7,0,0
2,0,0,5090,0,0,562,0,1,2057,32,0,16,0,66,336
10,4073,4054,0,0,0,0,0,0,0,0,0,59,0,0,0
20,2445,2739,1,0,0,41,1858,0,360,0,1,575,130,0,0
30,969,4589,191,0,0,0,3,0,133,0,6,2258,273,0,0
40,0,0,4197,0,0,542,0,0,3391,0,0,1,0,2,55
50,1078,1928,0,0,0,0,1448,0,40,0,0,3466,245,0,0
60,2717,4966,0,0,0,16,0,0,6,1,3,384,48,7,42
70,168,2671,47,0,0,33,348,0,677,33,252,3485,467,16,11
80,1471,1259,0,0,0,22,1459,0,106,0,22,2133,1661,122,0
90,37,678,2,0,0,6,815,0,42,0,0,5908,743,25,77
91,12,49,1,0,0,11,1726,0,33,0,33,898,5365,5,8
92,7,99,2,0,0,19,1538,0,90,7,2,306,4593,1225,301
100,50,808,63,0,0,33,2369,0,145,2,0,131,3088,38,1463
