nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3880,296,396,145,37,38,30,120
10,2009,1788,436,329,320,24,3,33
30,497,1341,1709,489,747,58,12,89
50,413,1326,1472,524,931,206,12,58
70,546,382,821,428,1861,719,151,34
90,12,38,251,172,1886,1273,828,482
92,4,10,62,29,105,558,3538,636
100,28,19,39,0,12,204,494,4146
