nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3663,437,338,150,92,116,32,114
10,1767,1800,370,531,351,98,19,6
30,484,1206,1509,632,882,111,16,102
50,431,1070,1201,641,1189,332,45,33
70,512,404,603,547,1969,687,151,69
90,11,78,257,208,1746,1776,599,267
92,5,26,99,74,101,839,3103,695
100,39,35,72,44,22,452,607,3671
