nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,1725,4956,137,0,0,1,1363,1,10,0,0,8,1,0,44
1,1664,5248,3,0,21,5,1377,13,0,0,0,38,9,3,41
2,0,0,5214,0,0,1660,0,0,748,117,10,38,7,29,337
10,0,7823,0,0,4,8,263,71,0,0,0,17,0,0,0
20,292,3379,3,6,287,415,2557,456,26,0,0,589,73,19,48
30,42,3461,262,1,1,520,2229,618,41,0,4,1098,9,31,105
40,0,0,3692,0,0,2881,0,0,1462,14,12,0,0,0,127
50,108,2861,0,2,10,379,2269,458,13,0,0,1938,106,17,44
60,63,4532,4,0,0,0,3415,0,19,0,1,1,105,2,48
70,33,1544,52,0,10,798,2747,461,319,8,468,1477,193,75,23
80,97,1738,0,0,0,143,2441,23,3,15,92,1987,1135,478,103
90,29,900,0,0,0,349,2456,365,8,0,4,3514,410,49,249
91,15,74,3,2,1,136,1020,13,18,3,37,1022,4973,582,242
92,9,73,1,0,0,110,267,4,76,9,40,238,3991,2399,972
100,24,507,46,0,0,294,1046,0,73,6,27,74,2770,209,3114
