nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4473,197,115,13,0,144
10,1528,2003,961,385,9,56
40,1363,1261,1599,587,18,114
70,422,486,1462,2125,356,91
91,1,8,194,503,3696,540
100,42,6,41,51,564,4238
