nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4485,231,90,38,2,96
10,1725,1933,619,636,8,21
40,1497,1944,627,789,23,62
70,495,365,693,2957,363,69
91,14,11,299,469,3431,718
100,63,22,147,56,473,4181
