nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4190,485,120,51,3,93
10,1703,1771,691,755,13,9
40,1525,1118,1331,871,20,77
70,443,294,852,2968,280,105
91,8,12,227,498,3696,501
100,36,31,80,68,623,4104
