nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4441,363,35,17,4,82
10,1671,2558,356,296,56,5
40,757,3465,243,395,38,44
70,430,1672,450,1714,622,54
91,29,70,117,349,4110,267
100,99,51,58,105,1211,3418
