nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4151,431,162,31,1,166
10,1716,2270,395,513,18,30
40,1433,2114,478,697,41,179
70,394,1096,340,2476,489,147
91,9,30,121,472,3922,388
100,26,35,4,62,937,3878
