nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4306,383,123,18,2,110
10,1638,1947,713,602,21,21
40,1570,1228,1361,693,28,62
70,431,368,978,2707,329,129
91,5,26,236,411,3621,643
100,53,18,82,54,617,4118
