nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3745,479,502,65,23,128
10,1536,1729,924,727,6,20
40,777,1800,1293,924,33,115
70,337,460,777,2821,466,81
91,5,11,49,624,3761,492
100,21,45,9,67,953,3847
