nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3807,338,625,20,16,136
10,1597,2102,605,603,9,26
40,1300,1974,728,777,39,124
70,363,779,539,2617,506,138
91,5,14,77,553,3708,585
100,16,34,10,42,810,4030
