nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3840,352,580,25,12,133
10,1631,1867,767,647,6,24
40,1201,1770,1036,798,38,99
70,369,510,817,2730,416,100
91,4,17,105,621,3741,454
100,15,36,26,90,866,3909
