nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3765,379,646,19,8,125
10,1532,2000,726,660,6,18
40,970,1858,1147,832,39,96
70,356,677,606,2759,452,92
91,6,17,94,621,3708,496
100,22,52,15,85,854,3914
