nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3926,375,472,17,9,143
10,1657,1972,702,580,8,23
40,1323,1775,965,720,34,125
70,365,677,712,2632,440,116
91,4,19,76,603,3673,567
100,25,32,10,67,705,4103
