nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3822,457,459,45,18,141
10,1565,2170,623,556,9,19
40,1074,2038,910,764,34,122
70,363,732,646,2590,510,101
91,5,29,57,597,3872,382
100,17,47,6,85,863,3924
