nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3877,463,442,19,11,130
10,1623,2033,558,702,5,21
40,1452,1826,645,873,27,119
70,383,611,573,2790,469,116
91,5,20,90,647,3603,577
100,17,31,16,69,753,4056
