nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,279,854,224,314,0,0,8,0,2,4,0,1,0,0,17
1,365,605,331,329,0,1,25,1,15,13,3,3,2,0,10
2,1322,123,46,62,1,3,41,0,13,6,0,2,4,5,75
10,91,1284,156,140,0,0,22,0,6,0,0,0,0,0,4
20,371,595,243,164,0,6,110,1,26,28,71,63,16,0,9
30,503,205,125,375,0,24,187,2,10,143,39,67,6,0,17
40,409,1025,93,42,1,1,21,0,48,0,3,7,0,0,53
50,415,139,85,329,0,21,150,3,23,290,88,97,35,1,27
60,532,255,53,653,0,11,131,0,13,14,0,0,6,0,35
70,510,47,72,256,2,46,172,5,26,247,87,157,62,0,14
80,175,104,256,146,0,29,62,3,4,220,265,116,322,1,0
90,300,43,26,116,0,36,141,6,28,560,244,46,50,14,93
91,24,11,4,5,0,1,8,0,12,36,203,94,862,130,313
92,14,7,1,1,0,2,6,0,11,11,22,80,926,433,189
100,10,46,1,4,0,0,8,0,4,0,1,11,254,293,1071
