nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,260,1128,211,14,16,33,0,0,2,14,0,6,0,0,19
1,139,962,324,55,42,93,4,1,14,31,12,16,1,0,9
2,749,66,233,45,31,289,24,10,53,28,56,6,0,5,108
10,10,929,231,226,168,106,0,0,2,22,0,8,1,0,0
20,28,530,105,153,115,310,7,40,24,184,186,14,1,0,6
30,48,122,81,125,102,580,27,222,19,224,100,40,1,1,11
40,61,401,23,525,176,236,0,7,84,93,6,19,0,2,70
50,35,90,107,42,47,351,23,81,34,555,304,21,5,2,6
60,222,58,192,279,88,597,8,19,23,137,12,12,0,3,53
70,19,11,10,48,74,470,21,169,44,435,226,134,17,11,14
80,42,215,103,34,43,135,13,104,3,233,447,57,164,79,31
90,7,6,0,16,18,156,27,109,7,747,424,50,28,10,98
91,1,2,1,0,6,9,14,2,3,77,265,65,750,131,377
92,0,0,1,3,2,7,8,5,7,35,78,59,723,546,229
100,1,6,12,5,11,6,2,8,3,6,43,15,258,120,1207
