nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,4,1579,0,33,9,24,21,0,8,2,0,5,0,0,18
1,6,1407,2,102,28,36,52,19,16,7,10,10,1,0,7
2,0,1024,53,79,28,35,188,13,120,6,57,3,26,9,62
10,0,1161,13,426,67,3,15,4,0,9,4,0,0,0,1
20,0,644,0,368,53,115,56,113,33,134,150,27,4,1,5
30,5,249,1,339,69,150,80,309,35,286,104,58,3,4,11
40,6,494,60,625,76,166,25,8,66,110,6,3,2,4,52
50,0,241,2,173,65,89,40,198,29,527,257,42,14,6,20
60,0,480,0,614,0,264,86,4,132,34,7,26,4,0,52
70,1,44,0,166,101,79,64,277,44,485,242,85,28,82,5
80,0,360,0,67,16,109,13,84,13,224,409,43,221,94,50
90,2,13,0,32,12,43,14,97,18,792,453,72,74,10,71
91,0,5,0,0,0,5,2,6,18,59,260,31,1014,184,119
92,0,0,1,3,1,6,3,5,22,32,52,21,699,786,72
100,0,11,8,51,1,10,112,2,27,5,11,15,371,131,948
