nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3778,257,512,148,25,34,25,163
10,1977,1679,491,397,287,63,3,45
30,503,1558,1542,553,523,119,6,138
50,380,945,1801,589,908,236,8,75
70,504,423,861,374,1633,1016,108,23
90,4,53,292,109,1620,1718,686,460
92,0,5,50,43,93,787,3294,670
100,0,9,34,5,37,308,451,4098
