nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3710,361,525,172,14,34,8,118
10,1906,1940,516,308,233,27,2,10
30,588,1742,1311,671,469,50,7,104
50,403,1410,1477,620,859,107,14,52
70,493,487,1152,276,1620,676,200,38
90,12,64,382,86,1820,1497,841,240
92,1,10,84,25,100,800,3503,419
100,26,21,37,3,15,342,557,3941
