nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3640,428,517,189,22,30,4,112
10,2027,1964,386,278,254,26,3,4
30,715,2121,909,537,476,57,12,115
50,705,1200,1260,588,1072,101,7,9
70,514,514,897,340,1814,694,141,28
90,21,83,232,175,2028,1237,841,325
92,1,12,41,45,166,799,3379,499
100,11,44,10,24,61,322,433,4037
