nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3819,354,294,309,24,15,4,123
10,1954,2018,357,243,334,25,2,9
30,839,2177,761,431,547,69,8,110
50,898,1013,1325,376,1089,179,17,45
70,491,546,761,341,1757,760,235,51
90,17,72,184,118,1690,1798,742,321
92,4,12,46,80,112,724,3455,509
100,24,32,9,7,11,367,517,3975
