nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3759,355,340,304,19,30,8,127
10,2032,1897,385,280,306,31,2,9
30,776,1889,967,552,544,69,3,142
50,839,1195,995,659,1054,105,10,85
70,510,560,807,319,1807,629,222,88
90,20,67,199,124,1972,1290,889,381
92,1,23,42,44,97,624,3653,458
100,20,55,16,6,7,259,597,3982
