nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,1631,46,19,0,0,0,0,0,0,0,0,0,0,0,7
1,734,649,6,0,8,1,286,4,0,3,3,1,0,0,8
2,2,0,1574,0,10,0,2,0,45,1,0,0,0,0,69
10,0,1476,133,0,87,0,0,2,0,0,0,0,0,0,5
20,553,509,34,0,0,53,395,11,0,35,104,1,0,0,8
30,286,321,94,232,305,0,126,166,80,6,0,73,1,1,12
40,0,0,1174,0,0,474,0,0,0,0,19,0,0,0,36
50,48,291,55,0,292,3,418,325,0,126,93,17,3,6,26
60,1670,0,0,0,0,0,0,1,11,0,0,0,0,3,18
70,675,89,31,23,40,17,224,175,119,83,138,44,33,5,7
80,54,609,0,0,0,0,158,160,2,105,292,39,246,38,0
90,387,73,41,9,163,0,90,470,0,216,119,24,50,1,60
91,29,2,0,1,0,0,76,9,4,102,138,67,1057,78,140
92,1,4,1,4,0,3,62,0,6,11,70,50,675,255,561
100,52,35,36,6,2,2,90,0,22,0,30,13,230,100,1085
