nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,47,1542,19,0,0,0,95,0,0,0,0,0,0,0,0
1,131,1368,0,0,0,0,200,0,1,0,0,1,2,0,0
2,0,0,1586,0,0,12,0,0,55,2,48,0,0,0,0
10,0,1666,0,0,0,0,33,0,0,0,0,4,0,0,0
20,49,1091,24,0,0,0,458,0,62,0,7,0,12,0,0
30,8,812,0,239,0,0,496,0,81,0,0,64,3,0,0
40,0,0,70,0,0,0,0,0,1627,0,6,0,0,0,0
50,1,755,2,56,0,0,782,0,4,0,0,60,43,0,0
60,1212,246,0,0,0,0,232,0,6,0,2,0,2,3,0
70,3,563,19,32,0,0,728,0,134,0,128,67,11,18,0
80,0,606,0,0,0,0,757,0,8,0,13,0,272,47,0
90,53,316,20,43,0,1,1038,0,0,0,26,118,88,0,0
91,2,12,0,5,0,0,343,0,11,0,2,24,1262,42,0
92,1,2,0,2,0,0,123,0,33,0,51,12,1107,372,0
100,3,20,47,16,0,12,454,0,151,4,62,0,800,133,1
