nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3576,322,634,224,24,23,5,134
10,2056,1848,349,356,319,4,3,7
30,770,1992,822,711,473,17,7,150
50,782,1318,978,657,1076,60,13,58
70,512,493,877,441,1896,554,120,49
90,20,80,229,164,2056,1249,727,417
92,3,7,58,42,171,754,3332,575
100,13,40,23,5,47,284,510,4020
