nan,0.0,10.0,40.0,70.0,91.0,100.0
0,4043,306,368,32,20,173
10,1652,1795,934,491,7,63
40,1110,1557,1375,621,29,250
70,356,639,1000,2374,452,121
91,5,20,84,638,3773,422
100,22,29,40,79,712,4060
