nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,52,1631,9,0,0,0,1,0,10,0,0,0,0,0,0
1,332,1350,1,0,0,0,15,1,0,0,0,1,3,0,0
2,0,0,1508,0,0,64,0,0,105,6,0,0,3,1,16
10,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,101,1348,0,0,0,0,59,0,93,0,1,43,58,0,0
30,167,1327,74,0,0,0,38,0,5,4,0,77,11,0,0
40,0,0,1288,0,0,403,0,0,0,0,0,0,0,0,12
50,58,1346,0,0,0,0,91,3,7,0,0,117,81,0,0
60,1690,0,0,0,0,0,0,0,5,0,1,0,0,7,0
70,829,405,19,0,0,2,28,2,208,7,22,141,15,10,15
80,0,892,0,0,0,0,227,0,53,0,0,116,397,18,0
90,435,749,20,0,0,14,138,1,0,7,0,219,114,0,6
91,86,29,0,2,0,1,130,1,13,0,0,134,1198,99,10
92,11,44,2,0,0,6,25,0,73,0,0,56,1104,375,7
100,107,262,28,7,0,83,62,0,132,5,1,86,782,125,23
