nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,1593,38,17,0,28,0,0,0,0,0,0,0,0,0,27
1,846,525,102,22,72,2,65,32,0,2,2,5,1,0,27
2,0,0,1165,1,187,33,183,15,42,1,0,0,0,0,76
10,0,13,1020,434,229,0,5,0,0,1,0,0,0,0,1
20,441,291,2,0,222,47,113,333,4,63,108,63,4,0,12
30,88,7,56,284,425,2,291,115,77,214,56,69,5,0,14
40,0,0,318,0,0,1074,0,0,258,18,6,0,0,0,29
50,2,122,51,66,120,15,319,283,0,494,53,146,30,0,2
60,1375,0,0,0,223,0,0,14,14,8,0,0,0,0,69
70,27,18,1,13,218,25,124,549,117,239,110,169,38,52,3
80,34,333,0,0,129,2,3,222,8,140,136,336,327,22,11
90,76,0,4,9,47,2,108,203,0,732,57,346,74,1,44
91,13,1,0,0,0,1,44,14,7,21,18,268,1039,136,141
92,2,1,0,1,0,1,28,7,15,2,29,86,563,648,320
100,9,1,8,2,6,2,25,5,22,3,4,22,171,46,1377
