nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,438,3248,3043,385,46,122,636,3,81,125,7,45,0,0,67
1,552,1994,2938,1095,132,112,1027,21,149,206,26,100,7,1,62
2,5298,154,166,357,253,178,818,24,254,242,8,29,20,14,345
10,83,3716,2502,919,473,116,154,69,152,2,0,0,0,0,0
20,335,1842,2051,341,380,293,1191,136,430,402,387,329,0,2,31
30,464,748,671,489,225,433,2527,59,352,1429,282,679,3,0,61
40,421,828,162,433,261,4052,231,81,1412,25,6,4,2,0,270
50,367,420,278,788,152,383,1811,72,527,1399,492,1446,18,46,6
60,540,1196,303,1525,690,356,2412,244,479,382,2,16,28,2,15
70,452,141,91,285,102,280,2257,45,462,1778,855,1249,169,6,36
80,152,153,1544,171,70,90,637,2,284,1190,1086,1709,1097,65,5
90,295,39,29,132,60,134,918,15,214,2418,1073,2520,203,54,229
91,12,9,7,23,15,16,199,1,121,80,232,1381,3575,2092,378
92,17,14,3,15,14,13,121,0,120,51,117,354,2689,4182,479
100,2,24,10,62,48,16,434,1,77,18,41,90,1168,1722,4477
