nan,0.0,10.0,40.0,70.0,91.0,100.0
0,2911,138,1693,60,17,123
10,3404,358,702,448,6,24
40,2697,882,648,563,42,110
70,1058,220,1201,2004,338,121
91,34,38,55,654,3954,207
100,54,42,6,114,2265,2461
