nan,0.0,10.0,40.0,70.0,91.0,100.0
0,2914,129,1700,64,12,123
10,3403,270,771,467,9,22
40,2565,893,763,575,49,97
70,1095,96,1235,2043,358,115
91,35,14,73,621,3725,474
100,44,35,28,95,1735,3005
