nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3008,565,1236,25,15,93
10,3532,433,513,406,47,11
40,3180,546,599,478,83,56
70,1248,262,1115,1732,501,84
91,46,24,93,650,2939,1190
100,108,55,12,105,1943,2719
