nan,0.0,10.0,40.0,70.0,91.0,100.0
0,2900,178,1643,84,12,125
10,3423,308,712,438,28,33
40,2074,1499,614,577,54,124
70,1121,162,1104,1974,420,161
91,24,42,58,589,3910,319
100,21,74,12,107,1708,3020
