nan,0.0,10.0,40.0,70.0,91.0,100.0
0,3100,211,1421,71,23,116
10,3436,501,424,554,6,21
40,2502,1068,542,676,48,106
70,1147,253,783,2252,426,81
91,33,30,44,670,3978,187
100,50,31,7,131,2317,2406
