nan,0.0,10.0,40.0,70.0,91.0,100.0
0,2530,87,2140,69,10,106
10,2840,189,1482,384,4,43
40,2057,295,1983,480,30,97
70,830,44,1778,1836,333,121
91,30,18,127,609,3680,478
100,75,25,68,51,1728,2995
