nan,0.0,10.0,40.0,70.0,91.0,100.0
0,2804,55,1860,71,15,137
10,3177,55,1138,532,0,40
40,1703,642,1832,675,18,72
70,795,26,1387,2208,458,68
91,12,6,89,603,3749,483
100,28,23,114,39,2111,2627
