nan,0.0,1.0,2.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,91.0,92.0,100.0
0,975,680,13,1,8,7,0,0,0,1,0,0,0,0,18
1,629,853,26,14,59,38,37,34,0,0,1,4,0,1,7
2,4,0,684,0,131,639,60,1,24,43,0,21,0,0,96
10,3,677,152,117,707,21,13,6,0,7,0,0,0,0,0
20,354,373,9,13,170,172,64,314,0,89,98,35,3,1,8
30,34,131,7,195,272,334,195,100,73,258,25,68,2,0,9
40,0,0,113,89,8,1343,3,11,56,17,12,0,0,2,49
50,2,156,14,60,72,155,242,244,0,531,90,102,18,2,15
60,1184,260,0,0,24,199,0,0,7,0,0,2,1,0,26
70,14,37,1,5,57,136,94,425,97,506,119,121,47,28,16
80,3,395,0,3,52,96,77,53,3,333,138,294,220,27,9
90,12,5,1,12,12,128,106,66,0,852,55,361,37,3,53
91,1,1,0,0,0,4,47,10,2,28,25,251,1039,193,102
92,0,2,0,0,1,14,51,11,6,13,35,51,397,875,247
100,6,0,1,3,1,6,28,1,6,3,12,12,93,78,1453
