nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3876,192,660,3,69,3,10,129
10,3835,448,341,1,203,65,13,36
30,1739,1298,1342,24,346,59,7,127
50,2506,546,911,0,761,45,75,98
70,1488,105,1073,0,1299,230,390,357
90,278,42,634,9,1546,200,1524,709
92,33,13,65,0,121,75,4126,509
100,24,67,53,4,7,5,1623,3159
