nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,2652,353,1651,40,109,12,10,115
10,3429,760,277,109,331,24,9,3
30,1970,977,570,743,531,41,2,108
50,2184,746,708,168,1013,53,60,10
70,1233,228,713,186,1859,309,348,66
90,199,66,311,97,1916,482,1610,261
92,1,27,44,29,169,265,4062,345
100,9,77,53,20,29,149,1551,3054
