nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,2820,190,1666,43,81,13,7,122
10,3699,484,292,88,314,48,6,11
30,2977,425,549,251,551,61,1,127
50,2343,544,704,130,1030,83,46,62
70,1312,120,744,157,1765,544,280,20
90,231,51,311,77,1907,642,1533,190
92,15,11,21,24,152,395,4008,316
100,41,52,16,8,30,327,1473,2995
