nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,3505,176,969,26,116,3,10,137
10,3999,343,175,85,237,74,7,22
30,1884,1860,437,264,304,67,3,123
50,3024,357,544,116,709,57,67,68
70,1692,156,753,178,1160,321,305,377
90,315,60,575,121,1414,223,1503,731
92,17,13,21,59,102,85,4090,555
100,36,86,4,24,3,15,1554,3220
