nan,0.0,10.0,30.0,50.0,70.0,90.0,92.0,100.0
0,4096,333,276,58,26,26,2,125
10,2432,2039,28,115,253,50,9,16
30,375,3430,32,267,595,108,48,87
50,1739,1455,77,268,921,404,20,58
70,504,926,100,337,2083,556,390,46
90,44,109,88,118,1689,1535,1049,310
92,4,79,54,52,56,380,3760,557
100,27,30,17,32,43,71,624,4098
